infinitive,class,stress
встря́хиваться,1,a
обсы́пать,6,a
обсыпа́ть,1,a
объеда́ться,1,a
нака́ливаться,1,a
отреша́ться,1,a
наверну́ться,3,b
накаля́ть,1,a
навёртываться,1,a
отгора́живаться,1,a
окупа́ть,1,a
раздроби́ться,4,b
подкрепля́ться,1,a
вкли́ниваться,1,a
примеря́ться,1,a
приме́ряться,1,a
объе́сться,irreg,
усыпля́ться,1,a
видоизмени́ться,4,b
видоизменя́ться,1,a
сгруппиро́вывать,1,a
добрести́,7,b
оцинкова́ть,2,a
отсыре́ть,1,a
похва́стать,1,a
вызволя́ть,1,a
вы́зволить,4,a
добреда́ть,1,a
разгла́дить,4,a
прощу́пать,1,a
сыре́ть,1,a
оцинко́вывать,1,a
просвиста́ть,6,c
прощу́пывать,1,a
заморо́чить,4,a
взвести́,7,b
отсырева́ть,1,a
тормозну́ть,3,b
втолкну́ть,3,b
пальну́ть,3,b
взводи́ть,4,c
просвисте́ть,5,b
переве́шать,1,a
растра́чивать,1,a
раскула́чить,4,a
не́кать,1,a
разгла́живать,1,a
втолка́ть,1,a
заве́сить,4,a
отне́киваться,1,a
переве́сить,4,a
щипну́ть,3,b
утепли́ть,4,b
группирова́ться,2,a
прила́дить,4,a
сгруппирова́ться,2,a
утепля́ть,1,a
отоспа́ть,5,b
вта́лкивать,1,a
подры́ться,12,a
раскула́чивать,1,a
сгруппиро́вываться,1,a
ущипну́ть,3,b
перестара́ться,1,a
отоспа́ться,5,b
отлежа́ть,5,b
отлежа́ться,5,b
просви́стывать,1,a
отлёживать,1,a
отредакти́ровать,2,a
подвиза́ться,1,a
прила́живать,1,a
развяза́ться,6,c
адсорби́ровать,2,a
позанима́ться,1,a
позанима́ть,1,a
расхоте́ться,5,c
проболта́ться,1,a
ска́литься,4,a
персонифици́ровать,2,a
откла́няться,1,a
развя́зываться,1,a
садни́ть,4,a
проба́лтывать,1,a
заве́шать,1,a
вмени́ться,4,b
удави́ться,4,c
проба́лтываться,1,a
откла́ниваться,1,a
дистанци́роваться,2,a
дистанци́ровать,2,a
отклони́ться,4,c
устрани́ться,4,b
расхоте́ть,5,c
утеша́ться,1,a
уте́шиться,4,a
вы́лечиться,4,a
проболта́ть,1,a
цара́паться,1,a
ущи́пывать,1,a
устраня́ться,1,a
уда́вливаться,1,a
выле́чиваться,1,a
растра́тить,4,a
подвиза́ть,1,a
переве́шивать,1,a
заве́шивать,1,a
отлёживаться,1,a
возлежа́ть,5,b
прое́хаться,irreg,
вменя́ться,1,a
бра́нивать,1,a
подорва́ться,6,b
отсы́паться,6,a
отсыпа́ться,1,a
са́живаться,1,a
подрыва́ться,1,a
ку́ривать,1,a
гу́ливать,1,a
са́живать,1,a
отсы́пать,6,a
отсыпа́ть,1,a
проезжа́ться,1,a
обрю́згнуть,3,a
знава́ть,1,a
причмо́кнуть,3,a
понужда́ть,1,a
пону́дить,4,a
похороше́ть,1,a
опосты́леть,1,a
труни́ть,4,b
отба́вить,4,a
заскользи́ть,4,b
подтру́нивать,1,a
пи́кнуть,3,a
покоро́бить,4,a
отмере́ть,9,b
отбавля́ть,1,a
зате́яться,6,a
отогну́ть,3,b
оклевета́ть,6,c
контрасти́ровать,2,a
извле́чься,8,b
засня́ть,14,c
отвяза́ть,6,c
приобня́ть,14,c
отрепети́ровать,2,a
натерпе́ться,5,c
прогни́ть,12,b
отмира́ть,1,a
пи́кать,1,a
поразмышля́ть,1,a
отцепи́ть,4,c
причасти́ться,4,b
отгиба́ть,1,a
перепа́сть,7,b
прогну́ть,3,b
прогиба́ть,1,a
затева́ться,1,a
отвя́зывать,1,a
подвяза́ть,6,c
корени́ться,4,b
осклабля́ться,1,a
нама́чивать,1,a
обезобра́зить,4,a
пла́каться,6,a
заснима́ть,1,a
прогнива́ть,1,a
надписа́ть,6,c
вы́манить,4,a
намочи́ть,4,c
отцепля́ть,1,a
оскла́биться,4,a
оскорби́ться,4,b
надпи́сывать,1,a
извлека́ться,1,a
выма́нивать,1,a
оскла́бить,4,a
запечатле́ться,1,a
подвя́зывать,1,a
прира́вниваться,1,a
прогну́ться,3,b
прие́сться,irreg,
притупи́ть,4,c
политизи́ровать,2,a
притупля́ть,1,a
приби́ться,11,b
поруча́ться,1,a
прибива́ться,1,a
запечатлева́ться,1,a
оскорбля́ться,1,a
застоя́ться,5,b
причмо́кивать,1,a
прогиба́ться,1,a
затарато́рить,4,a
презентова́ть,2,a
осклабля́ть,1,a
натяну́ться,3,c
заста́иваться,1,a
приеда́ться,1,a
посты́леть,1,a
причаща́ться,1,a
натя́гиваться,1,a
деморализова́ть,2,a
погорячи́ться,4,b
изы́скивать,1,a
перепа́дать,1,a
перепада́ть,1,a
приравня́ться,1,a
приобнима́ть,1,a
обезобра́живать,1,a
подтруни́ть,4,b
поте́шиться,4,a
обесче́щивать,1,a
те́шиться,4,a
запятна́ть,1,a
засоса́ть,6,b
накра́пывать,1,a
ука́лывать,1,a
заса́сывать,1,a
обесче́стить,4,a
сяга́ть,1,a
облева́ть,2,b
изборозди́ть,4,b
бухте́ть,5,b
обвари́ть,4,c
обва́ривать,1,a
борозди́ть,4,b
облёвывать,1,a
пропа́лывать,1,a
кема́рить,4,a
вы́гулять,1,a
прорыча́ть,5,b
дозре́ть,1,a
вползти́,7,b
взды́бить,4,a
отрецензи́ровать,2,a
выгу́ливать,1,a
прорецензи́ровать,2,a
разгласи́ть,4,b
дотащи́ть,4,c
зама́рывать,1,a
замара́ть,1,a
дозрева́ть,1,a
пятна́ть,1,a
взыгра́ть,1,a
досказа́ть,6,c
вы́мазать,6,a
сдуре́ть,1,a
прослы́шать,5,a
затени́ть,4,b
дотаска́ть,1,a
доска́зывать,1,a
рецензи́ровать,2,a
вскорми́ть,4,c
выма́зывать,1,a
бре́зжить,4,a
затеня́ть,1,a
вска́рмливать,1,a
ная́бедничать,1,a
разглаша́ть,1,a
стилизова́ть,2,a
взы́грывать,1,a
скра́шивать,1,a
я́бедничать,1,a
схлы́нуть,3,a
эволюциони́ровать,2,a
инсцени́ровать,2,a
вспорхну́ть,3,b
зарде́ть,1,a
зарде́ться,1,a
горла́нить,4,a
вы́колоть,10,a
заду́ть,12,a
взды́бливать,1,a
скра́сить,4,a
вовлека́ться,1,a
вспа́рхивать,1,a
сподо́бить,4,a
раскрути́ться,4,c
прокра́сться,7,b
вовле́чься,8,b
задува́ть,1,a
вста́виться,4,a
забре́зжить,4,a
сподобля́ть,1,a
сподо́биться,4,a
вполза́ть,1,a
изму́чаться,1,a
изжа́рить,4,a
остри́чься,8,b
раскру́чиваться,1,a
зажа́риться,4,a
обстри́чь,8,b
прокра́дываться,1,a
дота́скивать,1,a
зала́диться,4,a
изжа́риться,4,a
изму́чиваться,1,a
адресова́ться,2,a
стри́чься,8,b
гляде́ться,5,b
жа́риться,4,a
избе́гнуть,3,a
вставля́ться,1,a
разгиба́ться,1,a
разгиба́ть,1,a
острига́ться,1,a
изжа́ривать,1,a
разжива́ться,1,a
дислоци́ровать,2,a
обстри́чься,8,b
сподобля́ться,1,a
вы́родиться,4,a
дислоци́роваться,2,a
оконфу́зить,4,a
ремонти́роваться,2,a
выка́лывать,1,a
конфу́зиться,4,a
вырожда́ться,1,a
обстрига́ться,1,a
ротозе́йничать,1,a
оконфу́зиться,4,a
изму́читься,4,a
сконфу́зить,4,a
разжи́ться,16,b
разогну́ться,3,b
обстрига́ть,1,a
разогну́ть,3,b
зажа́риваться,1,a
взмести́,7,b
ожире́ть,1,a
издержа́ть,5,c
ожирева́ть,1,a
жире́ть,1,a
изде́рживать,1,a
размягчи́ть,4,b
размягча́ть,1,a
зажи́лить,4,a
зажи́ливать,1,a
осия́ть,1,a
накра́пать,1,a
вмета́ть,1,a
впери́ть,4,b
жи́лить,4,a
вперя́ть,1,a
пришпи́лить,4,a
пришпи́ливать,1,a
отползти́,7,b
обсади́ть,4,c
стегну́ть,3,b
накрича́ть,5,b
перепа́чкать,1,a
огре́ть,12,a
подстега́ть,1,a
пошага́ть,1,a
напи́чкать,1,a
наплести́,7,b
насиде́ть,5,b
протори́ть,4,b
подстегну́ть,3,b
наплета́ть,1,a
надава́ть,13,b
обесси́лить,4,a
отцвести́,7,b
огрева́ть,1,a
курси́ровать,2,a
наниза́ть,6,c
